demand_id,traffic_type,hypergiant_id,cdn_node_id,end_user_node_id,src_ip_node_id,dst_ip_node_id,demand_gbps,ip_path,ip_link_path,ip_hops,opened_lightpaths,status,block_reason
h_229,H,hg_4,cdn_9,user_8,ip_1,ip_6,18.000,ip_1-ip_4-ip_9-ip_2-ip_24-ip_20-ip_31-ip_15-ip_28-ip_8-ip_6,ip_link_1-ip_link_42-ip_link_26-ip_link_25-ip_link_27-ip_link_28-ip_link_17-ip_link_16-ip_link_40-ip_link_44,10,0,blocked,ip_transceiver_limit:ip_4
h_230,H,hg_0,cdn_1,user_22,ip_4,ip_13,29.000,ip_4-ip_9-ip_2-ip_24-ip_7-ip_19-ip_14-ip_16-ip_13,ip_link_42-ip_link_26-ip_link_25-ip_link_33-ip_link_24-ip_link_14-ip_link_13-ip_link_10,8,0,blocked,ip_transceiver_limit:ip_4
h_231,H,hg_1,cdn_3,user_7,ip_29,ip_17,6.000,ip_29-ip_26-ip_13-ip_14-ip_19-ip_7-ip_25-ip_12-ip_31-ip_15-ip_6-ip_17,ip_link_35-ip_link_11-ip_link_9-ip_link_14-ip_link_24-ip_link_34-ip_link_6-ip_link_8-ip_link_17-ip_link_18-ip_link_22,11,2,routed,
h_232,H,hg_2,cdn_5,user_7,ip_4,ip_17,22.000,ip_4-ip_9-ip_2-ip_24-ip_25-ip_12-ip_31-ip_15-ip_6-ip_17,ip_link_42-ip_link_26-ip_link_25-ip_link_32-ip_link_6-ip_link_8-ip_link_17-ip_link_18-ip_link_22,9,0,blocked,ip_transceiver_limit:ip_4
h_233,H,hg_3,cdn_6,user_9,ip_13,ip_7,17.000,ip_13-ip_14-ip_19-ip_7,ip_link_9-ip_link_14-ip_link_24,3,0,routed,
h_234,H,hg_4,cdn_8,user_27,ip_11,ip_23,14.000,ip_11-ip_5-ip_8-ip_6-ip_15-ip_31-ip_20-ip_10-ip_19-ip_14-ip_26-ip_23,ip_link_5-ip_link_43-ip_link_44-ip_link_18-ip_link_17-ip_link_28-ip_link_3-ip_link_2-ip_link_14-ip_link_15-ip_link_31,11,2,routed,
h_235,H,hg_0,cdn_0,user_13,ip_14,ip_17,14.000,ip_14-ip_26-ip_8-ip_6-ip_17,ip_link_15-ip_link_37-ip_link_44-ip_link_22,4,0,routed,
h_236,H,hg_1,cdn_3,user_17,ip_29,ip_23,15.000,ip_29-ip_26-ip_23,ip_link_35-ip_link_31,2,0,routed,
h_237,H,hg_2,cdn_5,user_3,ip_4,ip_6,20.000,ip_4-ip_13-ip_26-ip_14-ip_19-ip_10-ip_25-ip_7-ip_24-ip_20-ip_31-ip_15-ip_28-ip_8-ip_6,ip_link_12-ip_link_11-ip_link_15-ip_link_14-ip_link_2-ip_link_4-ip_link_34-ip_link_33-ip_link_27-ip_link_28-ip_link_17-ip_link_16-ip_link_40-ip_link_44,14,0,blocked,ip_transceiver_limit:ip_4
h_238,H,hg_3,cdn_7,user_2,ip_28,ip_1,5.000,ip_28-ip_8-ip_6-ip_15-ip_31-ip_20-ip_10-ip_25-ip_24-ip_2-ip_9-ip_4-ip_1,ip_link_40-ip_link_44-ip_link_18-ip_link_17-ip_link_28-ip_link_3-ip_link_4-ip_link_32-ip_link_25-ip_link_26-ip_link_42-ip_link_1,12,0,blocked,ip_transceiver_limit:ip_4
h_239,H,hg_4,cdn_8,user_20,ip_11,ip_27,17.000,ip_11-ip_5-ip_8-ip_28-ip_15-ip_31-ip_12-ip_25-ip_10-ip_20-ip_24-ip_7-ip_19-ip_14-ip_16-ip_27,ip_link_5-ip_link_43-ip_link_40-ip_link_16-ip_link_17-ip_link_8-ip_link_6-ip_link_4-ip_link_3-ip_link_27-ip_link_33-ip_link_24-ip_link_14-ip_link_13-ip_link_20,15,5,routed,
h_240,H,hg_0,cdn_0,user_19,ip_14,ip_4,8.000,ip_14-ip_26-ip_8-ip_28-ip_4,ip_link_15-ip_link_37-ip_link_40-ip_link_39,4,0,blocked,ip_transceiver_limit:ip_26
h_241,H,hg_1,cdn_2,user_18,ip_28,ip_31,20.000,ip_28-ip_15-ip_31,ip_link_16-ip_link_17,2,1,routed,
h_242,H,hg_2,cdn_4,user_8,ip_14,ip_6,18.000,ip_14-ip_19-ip_10-ip_20-ip_31-ip_15-ip_6,ip_link_14-ip_link_2-ip_link_3-ip_link_28-ip_link_17-ip_link_18,6,3,routed,
h_243,H,hg_3,cdn_7,user_9,ip_28,ip_7,8.000,ip_28-ip_8-ip_6-ip_15-ip_31-ip_20-ip_10-ip_19-ip_7,ip_link_40-ip_link_44-ip_link_18-ip_link_17-ip_link_28-ip_link_3-ip_link_2-ip_link_24,8,0,routed,
h_244,H,hg_4,cdn_9,user_16,ip_1,ip_29,9.000,ip_1-ip_4-ip_9-ip_2-ip_24-ip_25-ip_10-ip_20-ip_31-ip_12-ip_26-ip_29,ip_link_1-ip_link_42-ip_link_26-ip_link_25-ip_link_32-ip_link_4-ip_link_3-ip_link_28-ip_link_8-ip_link_7-ip_link_35,11,0,blocked,ip_transceiver_limit:ip_4
h_245,H,hg_0,cdn_1,user_28,ip_4,ip_18,13.000,ip_4-ip_28-ip_8-ip_26-ip_12-ip_31-ip_20-ip_10-ip_19-ip_7-ip_24-ip_18,ip_link_39-ip_link_40-ip_link_37-ip_link_7-ip_link_8-ip_link_28-ip_link_3-ip_link_2-ip_link_24-ip_link_33-ip_link_23,11,0,blocked,ip_transceiver_limit:ip_4
h_246,H,hg_1,cdn_2,user_14,ip_28,ip_31,6.000,ip_28-ip_15-ip_31,ip_link_16-ip_link_17,2,0,routed,
h_247,H,hg_2,cdn_4,user_16,ip_14,ip_29,11.000,ip_14-ip_19-ip_10-ip_25-ip_24-ip_2-ip_9-ip_4-ip_16-ip_27-ip_3-ip_26-ip_29,ip_link_14-ip_link_2-ip_link_4-ip_link_32-ip_link_25-ip_link_26-ip_link_42-ip_link_21-ip_link_20-ip_link_38-ip_link_36-ip_link_35,12,0,blocked,ip_transceiver_limit:ip_4
h_248,H,hg_3,cdn_6,user_18,ip_13,ip_31,20.000,ip_13-ip_14-ip_19-ip_10-ip_20-ip_31,ip_link_9-ip_link_14-ip_link_2-ip_link_3-ip_link_28,5,2,routed,
h_249,H,hg_4,cdn_8,user_2,ip_11,ip_1,6.000,ip_11-ip_5-ip_8-ip_26-ip_14-ip_16-ip_4-ip_1,ip_link_5-ip_link_43-ip_link_37-ip_link_15-ip_link_13-ip_link_21-ip_link_1,7,0,blocked,ip_transceiver_limit:ip_26
h_250,H,hg_0,cdn_0,user_7,ip_14,ip_17,18.000,ip_14-ip_19-ip_10-ip_20-ip_24-ip_7-ip_25-ip_12-ip_31-ip_15-ip_6-ip_17,ip_link_14-ip_link_2-ip_link_3-ip_link_27-ip_link_33-ip_link_34-ip_link_6-ip_link_8-ip_link_17-ip_link_18-ip_link_22,11,4,routed,
h_251,H,hg_1,cdn_2,user_10,ip_28,ip_13,10.000,ip_28-ip_15-ip_31-ip_20-ip_24-ip_25-ip_12-ip_26-ip_14-ip_13,ip_link_16-ip_link_17-ip_link_28-ip_link_27-ip_link_32-ip_link_6-ip_link_7-ip_link_15-ip_link_9,9,2,routed,
h_252,H,hg_2,cdn_4,user_11,ip_14,ip_23,21.000,ip_14-ip_19-ip_10-ip_20-ip_31-ip_12-ip_26-ip_23,ip_link_14-ip_link_2-ip_link_3-ip_link_28-ip_link_8-ip_link_7-ip_link_31,7,0,blocked,ip_transceiver_limit:ip_26
h_253,H,hg_3,cdn_6,user_13,ip_13,ip_17,7.000,ip_13-ip_16-ip_14-ip_19-ip_7-ip_24-ip_20-ip_31-ip_15-ip_6-ip_17,ip_link_10-ip_link_13-ip_link_14-ip_link_24-ip_link_33-ip_link_27-ip_link_28-ip_link_17-ip_link_18-ip_link_22,10,1,routed,
h_254,H,hg_4,cdn_9,user_2,ip_1,ip_1,22.000,ip_1,,0,0,routed,
h_255,H,hg_0,cdn_0,user_19,ip_14,ip_4,21.000,ip_14-ip_16-ip_21-ip_26-ip_12-ip_25-ip_10-ip_20-ip_31-ip_15-ip_28-ip_4,ip_link_13-ip_link_19-ip_link_29-ip_link_7-ip_link_6-ip_link_4-ip_link_3-ip_link_28-ip_link_17-ip_link_16-ip_link_39,11,0,blocked,ip_transceiver_limit:ip_26
h_256,H,hg_1,cdn_3,user_4,ip_29,ip_2,30.000,ip_29-ip_26-ip_21-ip_16-ip_14-ip_13-ip_4-ip_9-ip_2,ip_link_35-ip_link_29-ip_link_19-ip_link_13-ip_link_9-ip_link_12-ip_link_42-ip_link_26,8,0,blocked,ip_transceiver_limit:ip_26
h_257,H,hg_2,cdn_5,user_7,ip_4,ip_17,5.000,ip_4-ip_13-ip_26-ip_12-ip_31-ip_15-ip_6-ip_17,ip_link_12-ip_link_11-ip_link_7-ip_link_8-ip_link_17-ip_link_18-ip_link_22,7,0,blocked,ip_transceiver_limit:ip_4
h_258,H,hg_3,cdn_6,user_10,ip_13,ip_13,30.000,ip_13,,0,0,routed,
h_259,H,hg_4,cdn_9,user_11,ip_1,ip_23,25.000,ip_1-ip_4-ip_13-ip_16-ip_27-ip_3-ip_26-ip_23,ip_link_1-ip_link_12-ip_link_10-ip_link_20-ip_link_38-ip_link_36-ip_link_31,7,0,blocked,ip_transceiver_limit:ip_4
h_260,H,hg_0,cdn_0,user_8,ip_14,ip_6,10.000,ip_14-ip_19-ip_10-ip_20-ip_31-ip_15-ip_6,ip_link_14-ip_link_2-ip_link_3-ip_link_28-ip_link_17-ip_link_18,6,1,routed,
h_261,H,hg_1,cdn_3,user_15,ip_29,ip_8,14.000,ip_29-ip_26-ip_12-ip_25-ip_10-ip_20-ip_31-ip_15-ip_6-ip_8,ip_link_35-ip_link_7-ip_link_6-ip_link_4-ip_link_3-ip_link_28-ip_link_17-ip_link_18-ip_link_44,9,0,blocked,ip_transceiver_limit:ip_26
h_262,H,hg_2,cdn_5,user_17,ip_4,ip_23,9.000,ip_4-ip_16-ip_13-ip_14-ip_19-ip_7-ip_25-ip_12-ip_26-ip_23,ip_link_21-ip_link_10-ip_link_9-ip_link_14-ip_link_24-ip_link_34-ip_link_6-ip_link_7-ip_link_31,9,0,blocked,ip_transceiver_limit:ip_4
h_263,H,hg_3,cdn_7,user_2,ip_28,ip_1,24.000,ip_28-ip_15-ip_31-ip_20-ip_10-ip_25-ip_24-ip_7-ip_19-ip_14-ip_13-ip_16-ip_4-ip_1,ip_link_16-ip_link_17-ip_link_28-ip_link_3-ip_link_4-ip_link_32-ip_link_33-ip_link_24-ip_link_14-ip_link_9-ip_link_10-ip_link_21-ip_link_1,13,0,blocked,ip_transceiver_limit:ip_4
h_264,H,hg_4,cdn_9,user_12,ip_1,ip_1,15.000,ip_1,,0,0,routed,
h_265,H,hg_0,cdn_0,user_16,ip_14,ip_29,6.000,ip_14-ip_16-ip_4-ip_28-ip_15-ip_31-ip_20-ip_10-ip_19-ip_7-ip_25-ip_12-ip_26-ip_29,ip_link_13-ip_link_21-ip_link_39-ip_link_16-ip_link_17-ip_link_28-ip_link_3-ip_link_2-ip_link_24-ip_link_34-ip_link_6-ip_link_7-ip_link_35,13,0,blocked,ip_transceiver_limit:ip_4
h_266,H,hg_1,cdn_2,user_6,ip_28,ip_19,29.000,ip_28-ip_8-ip_6-ip_15-ip_31-ip_20-ip_10-ip_19,ip_link_40-ip_link_44-ip_link_18-ip_link_17-ip_link_28-ip_link_3-ip_link_2,7,5,routed,
h_267,H,hg_2,cdn_4,user_7,ip_14,ip_17,20.000,ip_14-ip_19-ip_7-ip_24-ip_20-ip_10-ip_25-ip_12-ip_31-ip_15-ip_28-ip_8-ip_6-ip_17,ip_link_14-ip_link_24-ip_link_33-ip_link_27-ip_link_3-ip_link_4-ip_link_6-ip_link_8-ip_link_17-ip_link_16-ip_link_40-ip_link_44-ip_link_22,13,5,routed,
h_268,H,hg_3,cdn_6,user_8,ip_13,ip_6,26.000,ip_13-ip_16-ip_14-ip_19-ip_10-ip_20-ip_31-ip_15-ip_6,ip_link_10-ip_link_13-ip_link_14-ip_link_2-ip_link_3-ip_link_28-ip_link_17-ip_link_18,8,5,routed,
h_269,H,hg_4,cdn_9,user_8,ip_1,ip_6,22.000,ip_1-ip_4-ip_13-ip_14-ip_26-ip_12-ip_31-ip_15-ip_6,ip_link_1-ip_link_12-ip_link_9-ip_link_15-ip_link_7-ip_link_8-ip_link_17-ip_link_18,8,0,blocked,ip_transceiver_limit:ip_4
