request_id,traffic_type,arrival_time,duration,end_time,bandwidth_gbps,hypergiant_id,cdn_node_id,end_user_node_id,src_ip_node_id,dst_ip_node_id,src_optical_node_id,dst_optical_node_id,shortest_hops
h_dyn_334,H,39.490,7.431,46.920,12.489,hg_2,cdn_4,user_7,ip_14,ip_17,opt_14,opt_17,2
h_dyn_335,H,39.526,6.597,46.123,5.627,hg_1,cdn_3,user_20,ip_29,ip_27,opt_29,opt_27,1
h_dyn_336,H,39.605,12.052,51.657,9.901,hg_3,cdn_6,user_26,ip_13,ip_4,opt_13,opt_4,1
h_dyn_337,H,39.617,12.820,52.437,14.423,hg_2,cdn_5,user_22,ip_4,ip_13,opt_4,opt_13,1
h_dyn_338,H,39.656,10.028,49.684,7.523,hg_0,cdn_0,user_6,ip_14,ip_19,opt_14,opt_19,2
h_dyn_339,H,39.689,12.584,52.273,8.372,hg_0,cdn_0,user_10,ip_14,ip_13,opt_14,opt_13,1
h_dyn_340,H,39.709,8.200,47.908,6.679,hg_4,cdn_8,user_9,ip_11,ip_7,opt_11,opt_7,1
bg_dyn_146,BG,39.723,6.889,46.612,7.805,,,,,,opt_17,opt_21,1
h_dyn_341,H,39.760,13.210,52.970,13.476,hg_0,cdn_0,user_3,ip_14,ip_6,opt_14,opt_6,1
h_dyn_342,H,39.811,6.896,46.707,7.705,hg_4,cdn_8,user_29,ip_11,ip_29,opt_11,opt_29,2
h_dyn_343,H,39.824,12.858,52.682,11.329,hg_1,cdn_3,user_24,ip_29,ip_6,opt_29,opt_6,1
bg_dyn_147,BG,39.859,6.580,46.439,9.258,,,,,,opt_5,opt_28,1
h_dyn_344,H,40.066,6.617,46.683,12.531,hg_3,cdn_6,user_16,ip_13,ip_29,opt_13,opt_29,2
h_dyn_345,H,40.135,11.123,51.258,6.932,hg_3,cdn_7,user_5,ip_28,ip_11,opt_28,opt_11,1
h_dyn_346,H,40.316,12.114,52.430,7.527,hg_0,cdn_0,user_3,ip_14,ip_6,opt_14,opt_6,1
h_dyn_347,H,40.350,5.719,46.070,9.767,hg_0,cdn_0,user_19,ip_14,ip_4,opt_14,opt_4,1
h_dyn_348,H,40.523,5.798,46.322,10.401,hg_0,cdn_0,user_19,ip_14,ip_4,opt_14,opt_4,1
h_dyn_349,H,40.551,12.565,53.117,11.781,hg_3,cdn_7,user_20,ip_28,ip_27,opt_28,opt_27,2
h_dyn_350,H,40.708,8.730,49.438,10.339,hg_0,cdn_0,user_9,ip_14,ip_7,opt_14,opt_7,1
bg_dyn_148,BG,40.744,8.226,48.970,7.744,,,,,,opt_25,opt_7,1
h_dyn_351,H,40.766,8.858,49.625,7.531,hg_4,cdn_8,user_10,ip_11,ip_13,opt_11,opt_13,2
h_dyn_352,H,40.903,13.295,54.198,9.379,hg_3,cdn_7,user_5,ip_28,ip_11,opt_28,opt_11,1
bg_dyn_149,BG,40.981,7.105,48.086,16.740,,,,,,opt_2,opt_21,2
h_dyn_353,H,41.095,9.529,50.624,15.399,hg_4,cdn_8,user_13,ip_11,ip_17,opt_11,opt_17,1
bg_dyn_150,BG,41.190,8.855,50.045,6.024,,,,,,opt_8,opt_24,2
h_dyn_354,H,41.435,8.454,49.888,6.559,hg_0,cdn_1,user_10,ip_4,ip_13,opt_4,opt_13,1
h_dyn_355,H,41.442,7.348,48.790,8.499,hg_4,cdn_9,user_8,ip_1,ip_6,opt_1,opt_6,1
h_dyn_356,H,41.451,8.997,50.448,17.974,hg_0,cdn_0,user_19,ip_14,ip_4,opt_14,opt_4,1
h_dyn_357,H,41.502,12.821,54.323,7.746,hg_3,cdn_7,user_2,ip_28,ip_1,opt_28,opt_1,2
bg_dyn_151,BG,41.547,13.253,54.800,9.370,,,,,,opt_9,opt_17,1
bg_dyn_152,BG,41.629,9.801,51.430,12.494,,,,,,opt_29,opt_3,1
h_dyn_358,H,41.662,7.637,49.299,5.259,hg_2,cdn_5,user_28,ip_4,ip_18,opt_4,opt_18,1
h_dyn_359,H,42.036,7.542,49.578,6.899,hg_1,cdn_3,user_3,ip_29,ip_6,opt_29,opt_6,1
h_dyn_360,H,42.103,14.900,57.003,12.537,hg_4,cdn_8,user_20,ip_11,ip_27,opt_11,opt_27,1
h_dyn_361,H,42.144,10.296,52.440,14.007,hg_4,cdn_9,user_7,ip_1,ip_17,opt_1,opt_17,2
h_dyn_362,H,42.278,12.073,54.352,9.313,hg_0,cdn_0,user_29,ip_14,ip_29,opt_14,opt_29,2
h_dyn_363,H,42.350,8.851,51.202,9.977,hg_4,cdn_8,user_7,ip_11,ip_17,opt_11,opt_17,1
bg_dyn_153,BG,42.353,9.946,52.299,11.301,,,,,,opt_7,opt_12,2
bg_dyn_154,BG,42.460,10.039,52.499,10.192,,,,,,opt_7,opt_27,1
h_dyn_364,H,42.490,13.763,56.252,15.279,hg_4,cdn_8,user_9,ip_11,ip_7,opt_11,opt_7,1
h_dyn_365,H,42.517,7.863,50.380,13.849,hg_1,cdn_2,user_9,ip_28,ip_7,opt_28,opt_7,1
h_dyn_366,H,42.600,12.796,55.396,10.412,hg_1,cdn_2,user_5,ip_28,ip_11,opt_28,opt_11,1
h_dyn_367,H,42.640,6.797,49.437,8.966,hg_0,cdn_1,user_17,ip_4,ip_23,opt_4,opt_23,1
bg_dyn_155,BG,42.784,6.046,48.830,11.806,,,,,,opt_28,opt_24,1
h_dyn_368,H,42.822,12.232,55.054,15.461,hg_0,cdn_0,user_7,ip_14,ip_17,opt_14,opt_17,2
h_dyn_369,H,42.924,13.033,55.957,12.359,hg_2,cdn_4,user_1,ip_14,ip_7,opt_14,opt_7,1
h_dyn_370,H,43.005,7.657,50.662,5.904,hg_3,cdn_6,user_19,ip_13,ip_4,opt_13,opt_4,1
h_dyn_371,H,43.017,6.875,49.892,8.791,hg_1,cdn_3,user_7,ip_29,ip_17,opt_29,opt_17,3
h_dyn_372,H,43.125,12.388,55.513,4.333,hg_1,cdn_3,user_26,ip_29,ip_4,opt_29,opt_4,2
h_dyn_373,H,43.194,5.428,48.622,8.649,hg_1,cdn_2,user_15,ip_28,ip_8,opt_28,opt_8,3
bg_dyn_156,BG,43.213,10.429,53.643,10.698,,,,,,opt_21,opt_18,1
h_dyn_374,H,43.241,11.467,54.708,14.694,hg_2,cdn_4,user_15,ip_14,ip_8,opt_14,opt_8,1
bg_dyn_157,BG,43.322,11.185,54.508,9.033,,,,,,opt_18,opt_4,1
h_dyn_375,H,43.411,5.886,49.298,7.837,hg_0,cdn_1,user_29,ip_4,ip_29,opt_4,opt_29,2
h_dyn_376,H,43.480,12.575,56.055,14.301,hg_0,cdn_0,user_15,ip_14,ip_8,opt_14,opt_8,1
bg_dyn_158,BG,43.594,8.514,52.109,15.631,,,,,,opt_23,opt_31,1
h_dyn_377,H,43.638,9.417,53.055,15.276,hg_4,cdn_8,user_29,ip_11,ip_29,opt_11,opt_29,2
h_dyn_378,H,43.646,10.386,54.032,15.495,hg_3,cdn_6,user_26,ip_13,ip_4,opt_13,opt_4,1
h_dyn_379,H,43.843,10.186,54.030,14.186,hg_0,cdn_1,user_28,ip_4,ip_18,opt_4,opt_18,1
h_dyn_380,H,43.858,5.904,49.763,14.350,hg_2,cdn_4,user_18,ip_14,ip_31,opt_14,opt_31,2
bg_dyn_159,BG,43.895,5.086,48.981,5.866,,,,,,opt_7,opt_28,1
h_dyn_381,H,43.907,5.544,49.451,5.727,hg_3,cdn_6,user_6,ip_13,ip_19,opt_13,opt_19,2
h_dyn_382,H,43.950,5.970,49.920,14.221,hg_0,cdn_0,user_9,ip_14,ip_7,opt_14,opt_7,1
h_dyn_383,H,43.976,5.631,49.608,5.733,hg_4,cdn_9,user_18,ip_1,ip_31,opt_1,opt_31,2
bg_dyn_160,BG,44.030,8.438,52.468,10.464,,,,,,opt_12,opt_16,1
bg_dyn_161,BG,44.110,13.884,57.994,8.904,,,,,,opt_17,opt_24,1
h_dyn_384,H,44.191,9.601,53.792,8.701,hg_4,cdn_9,user_15,ip_1,ip_8,opt_1,opt_8,2
h_dyn_385,H,44.217,12.124,56.340,8.816,hg_0,cdn_0,user_15,ip_14,ip_8,opt_14,opt_8,1
h_dyn_386,H,44.255,5.748,50.003,13.038,hg_3,cdn_6,user_7,ip_13,ip_17,opt_13,opt_17,3
bg_dyn_162,BG,44.404,6.196,50.600,9.242,,,,,,opt_7,opt_14,1
h_dyn_387,H,44.404,6.739,51.144,13.167,hg_2,cdn_4,user_12,ip_14,ip_1,opt_14,opt_1,2
h_dyn_388,H,44.477,5.770,50.247,14.668,hg_3,cdn_6,user_20,ip_13,ip_27,opt_13,opt_27,1
h_dyn_389,H,44.490,7.271,51.761,5.934,hg_2,cdn_4,user_10,ip_14,ip_13,opt_14,opt_13,1
h_dyn_390,H,44.615,6.245,50.860,6.047,hg_0,cdn_0,user_5,ip_14,ip_11,opt_14,opt_11,2
h_dyn_391,H,44.800,12.237,57.038,13.014,hg_4,cdn_8,user_7,ip_11,ip_17,opt_11,opt_17,1
bg_dyn_163,BG,44.804,6.795,51.598,9.583,,,,,,opt_30,opt_13,1
bg_dyn_164,BG,44.804,9.034,53.839,5.854,,,,,,opt_17,opt_5,2
h_dyn_392,H,44.811,8.728,53.539,9.246,hg_2,cdn_4,user_1,ip_14,ip_7,opt_14,opt_7,1
h_dyn_393,H,44.884,5.308,50.192,15.146,hg_2,cdn_5,user_5,ip_4,ip_11,opt_4,opt_11,2
h_dyn_394,H,44.907,5.314,50.221,10.118,hg_3,cdn_7,user_21,ip_28,ip_21,opt_28,opt_21,2
h_dyn_395,H,44.948,14.598,59.546,10.354,hg_1,cdn_2,user_13,ip_28,ip_17,opt_28,opt_17,2
bg_dyn_165,BG,45.067,8.812,53.879,5.383,,,,,,opt_8,opt_12,3
h_dyn_396,H,45.100,5.859,50.959,3.428,hg_4,cdn_8,user_7,ip_11,ip_17,opt_11,opt_17,1
bg_dyn_166,BG,45.128,8.181,53.309,8.064,,,,,,opt_17,opt_9,1
h_dyn_397,H,45.154,10.386,55.540,9.626,hg_2,cdn_4,user_28,ip_14,ip_18,opt_14,opt_18,1
h_dyn_398,H,45.374,5.202,50.576,8.715,hg_1,cdn_3,user_17,ip_29,ip_23,opt_29,opt_23,1
h_dyn_399,H,45.384,6.588,51.972,10.121,hg_0,cdn_0,user_29,ip_14,ip_29,opt_14,opt_29,2
h_dyn_400,H,45.423,13.459,58.882,8.372,hg_4,cdn_8,user_9,ip_11,ip_7,opt_11,opt_7,1
bg_dyn_167,BG,45.435,7.058,52.493,11.240,,,,,,opt_3,opt_27,1
bg_dyn_168,BG,45.489,6.891,52.380,6.356,,,,,,opt_6,opt_1,1
h_dyn_401,H,45.552,5.902,51.453,12.399,hg_4,cdn_9,user_24,ip_1,ip_6,opt_1,opt_6,1
bg_dyn_169,BG,45.587,6.696,52.283,7.323,,,,,,opt_27,opt_17,2
h_dyn_402,H,45.764,9.980,55.743,10.955,hg_4,cdn_8,user_29,ip_11,ip_29,opt_11,opt_29,2
bg_dyn_170,BG,45.904,6.585,52.489,11.145,,,,,,opt_7,opt_10,1
bg_dyn_171,BG,46.032,5.623,51.655,10.660,,,,,,opt_2,opt_26,2
h_dyn_403,H,46.138,5.654,51.792,5.345,hg_0,cdn_1,user_11,ip_4,ip_23,opt_4,opt_23,1
h_dyn_404,H,46.160,8.669,54.829,6.899,hg_1,cdn_2,user_7,ip_28,ip_17,opt_28,opt_17,2
bg_dyn_172,BG,46.192,10.452,56.643,14.055,,,,,,opt_20,opt_25,1
h_dyn_405,H,46.234,9.136,55.370,10.012,hg_3,cdn_6,user_0,ip_13,ip_19,opt_13,opt_19,2
bg_dyn_173,BG,46.243,8.956,55.199,12.044,,,,,,opt_20,opt_3,2
h_dyn_406,H,46.286,13.982,60.267,13.047,hg_0,cdn_1,user_12,ip_4,ip_1,opt_4,opt_1,3
bg_dyn_174,BG,46.290,6.590,52.880,7.009,,,,,,opt_13,opt_16,1
h_dyn_407,H,46.301,8.460,54.761,9.839,hg_2,cdn_4,user_15,ip_14,ip_8,opt_14,opt_8,1
bg_dyn_175,BG,46.302,6.815,53.117,7.651,,,,,,opt_18,opt_4,1
h_dyn_408,H,46.470,14.015,60.485,9.501,hg_0,cdn_1,user_17,ip_4,ip_23,opt_4,opt_23,1
h_dyn_409,H,46.492,9.585,56.078,9.460,hg_2,cdn_4,user_13,ip_14,ip_17,opt_14,opt_17,2
h_dyn_410,H,46.500,11.217,57.717,14.070,hg_1,cdn_3,user_4,ip_29,ip_2,opt_29,opt_2,1
h_dyn_411,H,46.507,6.531,53.038,11.082,hg_2,cdn_4,user_19,ip_14,ip_4,opt_14,opt_4,1
bg_dyn_176,BG,46.575,8.623,55.198,11.105,,,,,,opt_19,opt_7,1
bg_dyn_177,BG,46.699,10.834,57.533,2.898,,,,,,opt_1,opt_21,1
bg_dyn_178,BG,46.709,9.137,55.846,10.234,,,,,,opt_4,opt_14,1
bg_dyn_179,BG,46.733,6.321,53.054,6.078,,,,,,opt_9,opt_2,1
bg_dyn_180,BG,46.769,9.451,56.220,4.015,,,,,,opt_2,opt_29,1
h_dyn_412,H,46.875,8.283,55.158,14.418,hg_4,cdn_8,user_13,ip_11,ip_17,opt_11,opt_17,1
h_dyn_413,H,46.896,9.722,56.618,10.813,hg_1,cdn_3,user_20,ip_29,ip_27,opt_29,opt_27,1
bg_dyn_181,BG,46.964,5.722,52.686,17.451,,,,,,opt_18,opt_21,1
bg_dyn_182,BG,46.968,5.287,52.255,6.506,,,,,,opt_4,opt_9,2
h_dyn_414,H,46.989,5.320,52.309,9.825,hg_2,cdn_5,user_27,ip_4,ip_23,opt_4,opt_23,1
h_dyn_415,H,47.000,10.045,57.045,6.178,hg_0,cdn_1,user_11,ip_4,ip_23,opt_4,opt_23,1
bg_dyn_183,BG,47.026,14.004,61.030,12.914,,,,,,opt_16,opt_30,1
bg_dyn_184,BG,47.081,8.694,55.775,9.019,,,,,,opt_12,opt_26,1
bg_dyn_185,BG,47.244,8.464,55.708,3.596,,,,,,opt_9,opt_19,1
h_dyn_416,H,47.259,6.938,54.198,13.561,hg_2,cdn_5,user_0,ip_4,ip_19,opt_4,opt_19,3
h_dyn_417,H,47.260,8.733,55.992,9.256,hg_2,cdn_4,user_10,ip_14,ip_13,opt_14,opt_13,1
bg_dyn_186,BG,47.341,14.127,61.469,8.307,,,,,,opt_9,opt_31,3
bg_dyn_187,BG,47.347,8.299,55.647,10.165,,,,,,opt_13,opt_27,1
h_dyn_418,H,47.348,9.146,56.495,3.523,hg_0,cdn_1,user_10,ip_4,ip_13,opt_4,opt_13,1
bg_dyn_188,BG,47.350,11.963,59.313,10.959,,,,,,opt_24,opt_22,2
h_dyn_419,H,47.366,5.806,53.173,11.458,hg_0,cdn_0,user_18,ip_14,ip_31,opt_14,opt_31,2
h_dyn_420,H,47.373,14.010,61.383,7.859,hg_2,cdn_4,user_22,ip_14,ip_13,opt_14,opt_13,1
bg_dyn_189,BG,47.441,10.870,58.312,6.047,,,,,,opt_3,opt_27,1
bg_dyn_190,BG,47.656,7.378,55.034,12.998,,,,,,opt_14,opt_13,1
h_dyn_421,H,47.728,11.898,59.626,10.675,hg_0,cdn_0,user_29,ip_14,ip_29,opt_14,opt_29,2
h_dyn_422,H,47.771,6.754,54.524,9.162,hg_1,cdn_3,user_3,ip_29,ip_6,opt_29,opt_6,1
bg_dyn_191,BG,47.792,5.673,53.465,8.674,,,,,,opt_14,opt_30,1
h_dyn_423,H,47.846,8.628,56.473,8.349,hg_1,cdn_3,user_18,ip_29,ip_31,opt_29,opt_31,1
h_dyn_424,H,47.865,7.219,55.084,8.569,hg_0,cdn_0,user_10,ip_14,ip_13,opt_14,opt_13,1
h_dyn_425,H,47.913,5.765,53.678,12.298,hg_4,cdn_9,user_16,ip_1,ip_29,opt_1,opt_29,2
h_dyn_426,H,47.922,10.555,58.477,7.283,hg_0,cdn_1,user_7,ip_4,ip_17,opt_4,opt_17,3
h_dyn_427,H,48.021,13.220,61.241,11.912,hg_1,cdn_3,user_22,ip_29,ip_13,opt_29,opt_13,2
h_dyn_428,H,48.030,5.227,53.257,5.861,hg_1,cdn_2,user_5,ip_28,ip_11,opt_28,opt_11,1
bg_dyn_192,BG,48.103,8.700,56.802,11.823,,,,,,opt_23,opt_29,1
h_dyn_429,H,48.152,9.564,57.716,9.676,hg_0,cdn_1,user_23,ip_4,ip_1,opt_4,opt_1,3
bg_dyn_193,BG,48.200,14.835,63.036,15.433,,,,,,opt_9,opt_21,1
bg_dyn_194,BG,48.320,9.508,57.829,11.389,,,,,,opt_14,opt_7,1
bg_dyn_195,BG,48.481,11.409,59.890,16.450,,,,,,opt_24,opt_5,1
h_dyn_430,H,48.764,12.401,61.165,9.229,hg_4,cdn_8,user_27,ip_11,ip_23,opt_11,opt_23,2
h_dyn_431,H,48.770,8.195,56.965,10.373,hg_2,cdn_5,user_21,ip_4,ip_21,opt_4,opt_21,2
h_dyn_432,H,48.822,6.586,55.407,8.102,hg_2,cdn_4,user_19,ip_14,ip_4,opt_14,opt_4,1
bg_dyn_196,BG,48.848,5.501,54.349,13.429,,,,,,opt_24,opt_7,1
h_dyn_433,H,48.891,5.092,53.983,14.469,hg_3,cdn_6,user_18,ip_13,ip_31,opt_13,opt_31,2
h_dyn_434,H,49.132,8.041,57.173,8.827,hg_2,cdn_4,user_29,ip_14,ip_29,opt_14,opt_29,2
bg_dyn_197,BG,49.139,14.983,64.122,7.905,,,,,,opt_21,opt_25,1
h_dyn_435,H,49.169,13.747,62.915,8.979,hg_2,cdn_5,user_11,ip_4,ip_23,opt_4,opt_23,1
h_dyn_436,H,49.265,12.513,61.778,5.406,hg_4,cdn_8,user_29,ip_11,ip_29,opt_11,opt_29,2
bg_dyn_198,BG,49.421,8.135,57.556,10.048,,,,,,opt_12,opt_13,1
h_dyn_437,H,49.448,5.620,55.068,16.458,hg_2,cdn_5,user_10,ip_4,ip_13,opt_4,opt_13,1
h_dyn_438,H,49.528,10.864,60.393,14.559,hg_2,cdn_4,user_18,ip_14,ip_31,opt_14,opt_31,2
h_dyn_439,H,49.725,5.148,54.873,7.707,hg_0,cdn_1,user_11,ip_4,ip_23,opt_4,opt_23,1
h_dyn_440,H,49.784,10.638,60.422,8.184,hg_2,cdn_5,user_1,ip_4,ip_7,opt_4,opt_7,2
h_dyn_441,H,49.806,10.655,60.462,8.998,hg_0,cdn_1,user_16,ip_4,ip_29,opt_4,opt_29,2
bg_dyn_199,BG,49.859,11.066,60.924,13.573,,,,,,opt_21,opt_20,1
h_dyn_442,H,50.088,6.210,56.298,6.268,hg_2,cdn_4,user_15,ip_14,ip_8,opt_14,opt_8,1
h_dyn_443,H,50.088,8.871,58.959,10.964,hg_4,cdn_8,user_22,ip_11,ip_13,opt_11,opt_13,2
h_dyn_444,H,50.153,5.620,55.773,5.532,hg_3,cdn_7,user_5,ip_28,ip_11,opt_28,opt_11,1
h_dyn_445,H,50.182,7.087,57.269,15.492,hg_1,cdn_3,user_18,ip_29,ip_31,opt_29,opt_31,1
bg_dyn_200,BG,50.221,6.424,56.645,6.938,,,,,,opt_9,opt_12,1
h_dyn_446,H,50.341,11.943,62.284,15.603,hg_0,cdn_1,user_11,ip_4,ip_23,opt_4,opt_23,1
h_dyn_447,H,50.450,6.273,56.722,10.084,hg_4,cdn_8,user_13,ip_11,ip_17,opt_11,opt_17,1
h_dyn_448,H,50.470,12.889,63.359,13.529,hg_2,cdn_4,user_21,ip_14,ip_21,opt_14,opt_21,2
h_dyn_449,H,50.496,5.695,56.191,8.827,hg_0,cdn_0,user_28,ip_14,ip_18,opt_14,opt_18,1
h_dyn_450,H,50.504,5.735,56.239,5.122,hg_0,cdn_0,user_15,ip_14,ip_8,opt_14,opt_8,1
h_dyn_451,H,50.530,9.267,59.796,13.819,hg_2,cdn_4,user_6,ip_14,ip_19,opt_14,opt_19,2
h_dyn_452,H,50.550,12.191,62.741,13.473,hg_0,cdn_0,user_29,ip_14,ip_29,opt_14,opt_29,2
h_dyn_453,H,50.571,7.695,58.267,7.415,hg_0,cdn_0,user_1,ip_14,ip_7,opt_14,opt_7,1
h_dyn_454,H,50.620,5.325,55.946,12.513,hg_0,cdn_1,user_17,ip_4,ip_23,opt_4,opt_23,1
h_dyn_455,H,50.625,8.394,59.019,7.340,hg_2,cdn_4,user_19,ip_14,ip_4,opt_14,opt_4,1
h_dyn_456,H,50.625,12.584,63.209,10.744,hg_2,cdn_5,user_10,ip_4,ip_13,opt_4,opt_13,1
h_dyn_457,H,50.638,7.919,58.556,12.209,hg_0,cdn_1,user_11,ip_4,ip_23,opt_4,opt_23,1
h_dyn_458,H,50.649,6.405,57.054,4.552,hg_2,cdn_4,user_1,ip_14,ip_7,opt_14,opt_7,1
bg_dyn_201,BG,50.679,5.774,56.453,14.447,,,,,,opt_3,opt_24,2
h_dyn_459,H,50.697,8.213,58.909,6.965,hg_2,cdn_5,user_10,ip_4,ip_13,opt_4,opt_13,1
h_dyn_460,H,50.746,7.151,57.897,8.666,hg_1,cdn_3,user_0,ip_29,ip_19,opt_29,opt_19,2
h_dyn_461,H,50.890,13.557,64.446,8.278,hg_1,cdn_3,user_5,ip_29,ip_11,opt_29,opt_11,2
h_dyn_462,H,50.894,11.827,62.720,5.528,hg_2,cdn_4,user_6,ip_14,ip_19,opt_14,opt_19,2
h_dyn_463,H,50.899,5.637,56.536,6.129,hg_0,cdn_1,user_29,ip_4,ip_29,opt_4,opt_29,2
h_dyn_464,H,50.908,7.336,58.245,10.284,hg_3,cdn_7,user_5,ip_28,ip_11,opt_28,opt_11,1
h_dyn_465,H,50.937,10.293,61.230,8.769,hg_1,cdn_3,user_27,ip_29,ip_23,opt_29,opt_23,1
h_dyn_466,H,51.020,10.283,61.303,6.566,hg_0,cdn_1,user_16,ip_4,ip_29,opt_4,opt_29,2
h_dyn_467,H,51.119,10.804,61.923,12.487,hg_2,cdn_4,user_13,ip_14,ip_17,opt_14,opt_17,2
bg_dyn_202,BG,51.192,7.262,58.454,5.824,,,,,,opt_20,opt_25,1
h_dyn_468,H,51.477,14.613,66.089,9.009,hg_1,cdn_2,user_20,ip_28,ip_27,opt_28,opt_27,2
bg_dyn_203,BG,51.506,7.441,58.947,10.816,,,,,,opt_29,opt_23,1
bg_dyn_204,BG,51.550,6.606,58.156,10.664,,,,,,opt_3,opt_29,1
h_dyn_469,H,51.605,12.840,64.445,14.374,hg_3,cdn_7,user_1,ip_28,ip_7,opt_28,opt_7,1
bg_dyn_205,BG,51.690,10.514,62.203,14.456,,,,,,opt_28,opt_29,2
h_dyn_470,H,51.714,9.513,61.226,7.171,hg_1,cdn_3,user_21,ip_29,ip_21,opt_29,opt_21,2
bg_dyn_206,BG,51.734,6.872,58.606,16.348,,,,,,opt_7,opt_14,1
h_dyn_471,H,51.744,14.250,65.994,16.025,hg_2,cdn_4,user_9,ip_14,ip_7,opt_14,opt_7,1
h_dyn_472,H,51.830,6.728,58.558,8.550,hg_4,cdn_8,user_20,ip_11,ip_27,opt_11,opt_27,1
h_dyn_473,H,51.899,5.082,56.981,10.166,hg_0,cdn_0,user_15,ip_14,ip_8,opt_14,opt_8,1
h_dyn_474,H,51.916,6.840,58.756,9.624,hg_3,cdn_7,user_29,ip_28,ip_29,opt_28,opt_29,2
h_dyn_475,H,51.921,9.913,61.834,12.085,hg_0,cdn_1,user_21,ip_4,ip_21,opt_4,opt_21,2
h_dyn_476,H,52.032,9.674,61.706,12.625,hg_4,cdn_8,user_10,ip_11,ip_13,opt_11,opt_13,2
h_dyn_477,H,52.032,6.980,59.012,9.692,hg_1,cdn_3,user_12,ip_29,ip_1,opt_29,opt_1,2
h_dyn_478,H,52.036,9.558,61.594,10.113,hg_3,cdn_6,user_19,ip_13,ip_4,opt_13,opt_4,1
h_dyn_479,H,52.042,7.170,59.212,7.742,hg_1,cdn_2,user_9,ip_28,ip_7,opt_28,opt_7,1
bg_dyn_207,BG,52.102,5.294,57.395,13.875,,,,,,opt_25,opt_29,1
h_dyn_480,H,52.128,13.256,65.383,5.183,hg_0,cdn_0,user_10,ip_14,ip_13,opt_14,opt_13,1
bg_dyn_208,BG,52.162,6.780,58.943,10.441,,,,,,opt_24,opt_19,1
bg_dyn_209,BG,52.358,7.519,59.877,8.155,,,,,,opt_21,opt_12,1
bg_dyn_210,BG,52.507,8.456,60.964,12.867,,,,,,opt_28,opt_25,1
h_dyn_481,H,52.546,9.708,62.253,15.329,hg_0,cdn_0,user_15,ip_14,ip_8,opt_14,opt_8,1
bg_dyn_211,BG,52.565,13.922,66.487,8.218,,,,,,opt_18,opt_14,1
bg_dyn_212,BG,52.718,10.895,63.614,7.751,,,,,,opt_6,opt_29,1
bg_dyn_213,BG,52.738,5.982,58.720,16.270,,,,,,opt_14,opt_16,1
h_dyn_482,H,52.814,12.578,65.392,8.821,hg_2,cdn_5,user_11,ip_4,ip_23,opt_4,opt_23,1
h_dyn_483,H,52.931,6.924,59.855,14.665,hg_0,cdn_1,user_14,ip_4,ip_31,opt_4,opt_31,2
bg_dyn_214,BG,52.992,6.888,59.880,10.252,,,,,,opt_29,opt_23,1
h_dyn_484,H,53.002,8.430,61.432,7.911,hg_0,cdn_1,user_27,ip_4,ip_23,opt_4,opt_23,1
bg_dyn_215,BG,53.021,8.130,61.151,10.724,,,,,,opt_14,opt_21,2
bg_dyn_216,BG,53.034,10.552,63.586,10.875,,,,,,opt_16,opt_27,1
h_dyn_485,H,53.080,7.310,60.391,4.770,hg_3,cdn_6,user_19,ip_13,ip_4,opt_13,opt_4,1
h_dyn_486,H,53.135,10.919,64.055,6.102,hg_2,cdn_4,user_22,ip_14,ip_13,opt_14,opt_13,1
bg_dyn_217,BG,53.174,10.257,63.431,11.922,,,,,,opt_21,opt_20,1
h_dyn_487,H,53.277,14.371,67.649,14.376,hg_0,cdn_0,user_26,ip_14,ip_4,opt_14,opt_4,1
bg_dyn_218,BG,53.413,8.346,61.760,5.664,,,,,,opt_16,opt_14,1
h_dyn_488,H,53.519,8.294,61.813,11.936,hg_2,cdn_4,user_19,ip_14,ip_4,opt_14,opt_4,1
h_dyn_489,H,53.558,9.426,62.983,15.849,hg_1,cdn_3,user_15,ip_29,ip_8,opt_29,opt_8,2
bg_dyn_219,BG,53.666,5.853,59.519,11.671,,,,,,opt_16,opt_14,1
h_dyn_490,H,53.692,14.415,68.107,9.987,hg_4,cdn_8,user_26,ip_11,ip_4,opt_11,opt_4,2
h_dyn_491,H,53.723,13.165,66.889,15.246,hg_4,cdn_8,user_7,ip_11,ip_17,opt_11,opt_17,1
h_dyn_492,H,53.789,6.060,59.849,3.797,hg_1,cdn_3,user_6,ip_29,ip_19,opt_29,opt_19,2
bg_dyn_220,BG,53.840,10.483,64.323,14.408,,,,,,opt_5,opt_29,1
h_dyn_493,H,53.885,5.361,59.246,15.684,hg_3,cdn_6,user_15,ip_13,ip_8,opt_13,opt_8,2
h_dyn_494,H,53.993,9.002,62.995,12.958,hg_4,cdn_9,user_24,ip_1,ip_6,opt_1,opt_6,1
h_dyn_495,H,54.292,9.722,64.014,13.324,hg_1,cdn_3,user_5,ip_29,ip_11,opt_29,opt_11,2
h_dyn_496,H,54.297,5.924,60.221,7.666,hg_2,cdn_4,user_15,ip_14,ip_8,opt_14,opt_8,1
h_dyn_497,H,54.297,8.262,62.559,9.628,hg_0,cdn_1,user_28,ip_4,ip_18,opt_4,opt_18,1
h_dyn_498,H,54.372,10.557,64.929,13.605,hg_1,cdn_2,user_13,ip_28,ip_17,opt_28,opt_17,2
h_dyn_499,H,54.460,10.141,64.601,7.136,hg_2,cdn_4,user_7,ip_14,ip_17,opt_14,opt_17,2
bg_dyn_221,BG,54.509,13.203,67.712,3.319,,,,,,opt_23,opt_4,1
